predictions,gts,ids
grip,grip,"""training_data/easy/boards/boards3302/step_8.png"""
up,up,"""training_data/easy/boards/boards287/step_0.png"""
up,left,"""training_data/easy/boards/boards287/step_1.png"""
up,up,"""training_data/easy/boards/boards287/step_2.png"""
up left,up,"""training_data/easy/boards/boards287/step_3.png"""
left,left,"""training_data/easy/boards/boards287/step_4.png"""
up left,left,"""training_data/easy/boards/boards287/step_5.png"""
up left,up,"""training_data/easy/boards/boards287/step_6.png"""
up left,left,"""training_data/easy/boards/boards287/step_7.png"""
up,up,"""training_data/easy/boards/boards287/step_8.png"""
up,left,"""training_data/easy/boards/boards287/step_9.png"""
up,up,"""training_data/easy/boards/boards287/step_10.png"""
up,up,"""training_data/easy/boards/boards287/step_11.png"""
grip,grip,"""training_data/easy/boards/boards287/step_12.png"""
down,down,"""training_data/easy/boards/boards168/step_0.png"""
down left,left,"""training_data/easy/boards/boards168/step_1.png"""
down,left,"""training_data/easy/boards/boards168/step_2.png"""
down,down,"""training_data/easy/boards/boards168/step_3.png"""
down,down,"""training_data/easy/boards/boards168/step_4.png"""
down left,down,"""training_data/easy/boards/boards168/step_5.png"""
left,down,"""training_data/easy/boards/boards168/step_6.png"""
left,left,"""training_data/easy/boards/boards168/step_7.png"""
down left,down,"""training_data/easy/boards/boards168/step_8.png"""
left,left,"""training_data/easy/boards/boards168/step_9.png"""
grip,grip,"""training_data/easy/boards/boards168/step_10.png"""
right down down right,down,"""training_data/easy/boards/boards3522/step_0.png"""
right down right,down,"""training_data/easy/boards/boards3522/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3522/step_2.png"""
right right down right,right,"""training_data/easy/boards/boards3522/step_3.png"""
right down right,right,"""training_data/easy/boards/boards3522/step_4.png"""
right down right,right,"""training_data/easy/boards/boards3522/step_5.png"""
down,down,"""training_data/easy/boards/boards3522/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3522/step_7.png"""
right,right,"""training_data/easy/boards/boards189/step_0.png"""
right,right,"""training_data/easy/boards/boards189/step_1.png"""
right,right,"""training_data/easy/boards/boards189/step_2.png"""
right down,down,"""training_data/easy/boards/boards189/step_3.png"""
right down,down,"""training_data/easy/boards/boards189/step_4.png"""
right,right,"""training_data/easy/boards/boards189/step_5.png"""
grip,grip,"""training_data/easy/boards/boards189/step_6.png"""
down,down,"""training_data/easy/boards/boards1729/step_0.png"""
down,down,"""training_data/easy/boards/boards1729/step_1.png"""
down,down,"""training_data/easy/boards/boards1729/step_2.png"""
down,down,"""training_data/easy/boards/boards1729/step_3.png"""
down,down,"""training_data/easy/boards/boards1729/step_4.png"""
down,down,"""training_data/easy/boards/boards1729/step_5.png"""
down,down,"""training_data/easy/boards/boards1729/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1729/step_7.png"""
left,left,"""training_data/easy/boards/boards1106/step_0.png"""
left,up,"""training_data/easy/boards/boards1106/step_1.png"""
left,left,"""training_data/easy/boards/boards1106/step_2.png"""
left,up,"""training_data/easy/boards/boards1106/step_3.png"""
left,left,"""training_data/easy/boards/boards1106/step_4.png"""
left,left,"""training_data/easy/boards/boards1106/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1106/step_6.png"""
right,down,"""training_data/easy/boards/boards3156/step_0.png"""
down,down,"""training_data/easy/boards/boards3156/step_1.png"""
right,right,"""training_data/easy/boards/boards3156/step_2.png"""
down right,down,"""training_data/easy/boards/boards3156/step_3.png"""
right down right,down,"""training_data/easy/boards/boards3156/step_4.png"""
right,right,"""training_data/easy/boards/boards3156/step_5.png"""
right,right,"""training_data/easy/boards/boards3156/step_6.png"""
right,right,"""training_data/easy/boards/boards3156/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3156/step_8.png"""
down,down,"""training_data/easy/boards/boards3018/step_0.png"""
left,left,"""training_data/easy/boards/boards3018/step_1.png"""
down,left,"""training_data/easy/boards/boards3018/step_2.png"""
down,down,"""training_data/easy/boards/boards3018/step_3.png"""
down,down,"""training_data/easy/boards/boards3018/step_4.png"""
left,left,"""training_data/easy/boards/boards3018/step_5.png"""
down,down,"""training_data/easy/boards/boards3018/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3018/step_7.png"""
left,left,"""training_data/easy/boards/boards3137/step_0.png"""
left,up,"""training_data/easy/boards/boards3137/step_1.png"""
left,left,"""training_data/easy/boards/boards3137/step_2.png"""
left,left,"""training_data/easy/boards/boards3137/step_3.png"""
left,up,"""training_data/easy/boards/boards3137/step_4.png"""
left,left,"""training_data/easy/boards/boards3137/step_5.png"""
left,left,"""training_data/easy/boards/boards3137/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3137/step_7.png"""
left,left,"""training_data/easy/boards/boards3527/step_0.png"""
up,left,"""training_data/easy/boards/boards3527/step_1.png"""
up,up,"""training_data/easy/boards/boards3527/step_2.png"""
left,left,"""training_data/easy/boards/boards3527/step_3.png"""
up,up,"""training_data/easy/boards/boards3527/step_4.png"""
left,left,"""training_data/easy/boards/boards3527/step_5.png"""
up,up,"""training_data/easy/boards/boards3527/step_6.png"""
left,left,"""training_data/easy/boards/boards3527/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3527/step_8.png"""
right,right,"""training_data/easy/boards/boards564/step_0.png"""
right,up,"""training_data/easy/boards/boards564/step_1.png"""
up,up,"""training_data/easy/boards/boards564/step_2.png"""
right,right,"""training_data/easy/boards/boards564/step_3.png"""
right,up,"""training_data/easy/boards/boards564/step_4.png"""
right,right,"""training_data/easy/boards/boards564/step_5.png"""
right,up,"""training_data/easy/boards/boards564/step_6.png"""
right,right,"""training_data/easy/boards/boards564/step_7.png"""
right,right,"""training_data/easy/boards/boards564/step_8.png"""
up,up,"""training_data/easy/boards/boards564/step_9.png"""
up,up,"""training_data/easy/boards/boards564/step_10.png"""
right,right,"""training_data/easy/boards/boards564/step_11.png"""
up,up,"""training_data/easy/boards/boards564/step_12.png"""
grip,grip,"""training_data/easy/boards/boards564/step_13.png"""
up,up,"""training_data/easy/boards/boards849/step_0.png"""
up,up,"""training_data/easy/boards/boards849/step_1.png"""
up,up,"""training_data/easy/boards/boards849/step_2.png"""
up,up,"""training_data/easy/boards/boards849/step_3.png"""
up,up,"""training_data/easy/boards/boards849/step_4.png"""
left,up,"""training_data/easy/boards/boards849/step_5.png"""
left,left,"""training_data/easy/boards/boards849/step_6.png"""
left,up,"""training_data/easy/boards/boards849/step_7.png"""
left,left,"""training_data/easy/boards/boards849/step_8.png"""
left,left,"""training_data/easy/boards/boards849/step_9.png"""
left,left,"""training_data/easy/boards/boards849/step_10.png"""
grip,grip,"""training_data/easy/boards/boards849/step_11.png"""
down,down,"""training_data/easy/boards/boards3443/step_0.png"""
down,down,"""training_data/easy/boards/boards3443/step_1.png"""
down,down,"""training_data/easy/boards/boards3443/step_2.png"""
down,down,"""training_data/easy/boards/boards3443/step_3.png"""
down,down,"""training_data/easy/boards/boards3443/step_4.png"""
down,right,"""training_data/easy/boards/boards3443/step_5.png"""
down,down,"""training_data/easy/boards/boards3443/step_6.png"""
down,down,"""training_data/easy/boards/boards3443/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3443/step_8.png"""
down,down,"""training_data/easy/boards/boards2301/step_0.png"""
down,down,"""training_data/easy/boards/boards2301/step_1.png"""
down,down,"""training_data/easy/boards/boards2301/step_2.png"""
down,down,"""training_data/easy/boards/boards2301/step_3.png"""
down,down,"""training_data/easy/boards/boards2301/step_4.png"""
down,down,"""training_data/easy/boards/boards2301/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2301/step_6.png"""
up,up,"""training_data/easy/boards/boards2575/step_0.png"""
right,right,"""training_data/easy/boards/boards2575/step_1.png"""
grip,grip,"""training_data/easy/boards/boards2575/step_2.png"""
left,down,"""training_data/easy/boards/boards3144/step_0.png"""
left down,left,"""training_data/easy/boards/boards3144/step_1.png"""
left,down,"""training_data/easy/boards/boards3144/step_2.png"""
left,down,"""training_data/easy/boards/boards3144/step_3.png"""
left down,left,"""training_data/easy/boards/boards3144/step_4.png"""
left,left,"""training_data/easy/boards/boards3144/step_5.png"""
left down,left,"""training_data/easy/boards/boards3144/step_6.png"""
down left,left,"""training_data/easy/boards/boards3144/step_7.png"""
down left,left,"""training_data/easy/boards/boards3144/step_8.png"""
down,down,"""training_data/easy/boards/boards3144/step_9.png"""
down left,down,"""training_data/easy/boards/boards3144/step_10.png"""
down left,down,"""training_data/easy/boards/boards3144/step_11.png"""
left,left,"""training_data/easy/boards/boards3144/step_12.png"""
grip,grip,"""training_data/easy/boards/boards3144/step_13.png"""
down,right,"""training_data/easy/boards/boards583/step_0.png"""
down,down,"""training_data/easy/boards/boards583/step_1.png"""
down,down,"""training_data/easy/boards/boards583/step_2.png"""
down,down,"""training_data/easy/boards/boards583/step_3.png"""
down,down,"""training_data/easy/boards/boards583/step_4.png"""
down,down,"""training_data/easy/boards/boards583/step_5.png"""
down,down,"""training_data/easy/boards/boards583/step_6.png"""
down,down,"""training_data/easy/boards/boards583/step_7.png"""
grip,grip,"""training_data/easy/boards/boards583/step_8.png"""
right,right,"""training_data/easy/boards/boards2331/step_0.png"""
right,right,"""training_data/easy/boards/boards2331/step_1.png"""
right,right,"""training_data/easy/boards/boards2331/step_2.png"""
right,right,"""training_data/easy/boards/boards2331/step_3.png"""
up,up,"""training_data/easy/boards/boards2331/step_4.png"""
right,right,"""training_data/easy/boards/boards2331/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2331/step_6.png"""
down,down,"""training_data/easy/boards/boards3092/step_0.png"""
down,down,"""training_data/easy/boards/boards3092/step_1.png"""
down,down,"""training_data/easy/boards/boards3092/step_2.png"""
down,left,"""training_data/easy/boards/boards3092/step_3.png"""
down,down,"""training_data/easy/boards/boards3092/step_4.png"""
grip,grip,"""training_data/easy/boards/boards3092/step_5.png"""
up,up,"""training_data/easy/boards/boards3019/step_0.png"""
up,up,"""training_data/easy/boards/boards3019/step_1.png"""
right,right,"""training_data/easy/boards/boards3019/step_2.png"""
up,right,"""training_data/easy/boards/boards3019/step_3.png"""
up,up,"""training_data/easy/boards/boards3019/step_4.png"""
right,right,"""training_data/easy/boards/boards3019/step_5.png"""
right,right,"""training_data/easy/boards/boards3019/step_6.png"""
up,up,"""training_data/easy/boards/boards3019/step_7.png"""
